chr17:55060000-55070000.filter.fa,3135,12,3050,0,125,125
chr17:92590000-92600000.filter.fa,1297,26,437,0,68,68
chr17:43360000-43370000.filter.fa,7455,78,7017,39,313,340
chr17:30660000-30670000.filter.fa,3928,234,3653,198,275,278
chr17:69240000-69250000.filter.fa,7090,150,6752,138,325,337
chr17:94620000-94630000.filter.fa,2840,49,2489,25,194,175
chr17:33340000-33350000.filter.fa,9,0,3,0,1,1
chr17:32860000-32870000.filter.fa,2849,42,1320,3,138,140
chr17:40740000-40750000.filter.fa,2138,177,1814,169,378,237
chr17:18660000-18670000.filter.fa,36,9,13,7,9,6
chr17:33610000-33620000.filter.fa,1261,81,893,60,80,123
chr17:29890000-29900000.filter.fa,6436,58,6172,57,253,293
chr17:70850000-70860000.filter.fa,7044,102,6063,82,243,296
chr17:82410000-82420000.filter.fa,2815,37,1928,37,180,197
chr17:54920000-54930000.filter.fa,5715,69,5265,50,282,331
chr17:86220000-86230000.filter.fa,6545,145,4877,91,490,496
chr17:47060000-47070000.filter.fa,4821,96,4408,69,247,300
chr17:48170000-48180000.filter.fa,1251,0,589,0,124,124
chr17:25160000-25170000.filter.fa,8091,143,7920,142,254,318
chr17:80770000-80780000.filter.fa,6742,71,6514,59,386,430
chr17:35920000-35930000.filter.fa,8236,95,8067,92,310,341
chr17:29930000-29940000.filter.fa,4620,172,3993,110,219,244
chr17:80660000-80670000.filter.fa,7054,1,6313,1,329,330
chr17:76880000-76890000.filter.fa,6312,121,5972,120,488,446
chr17:51110000-51120000.filter.fa,8353,72,7819,60,314,340
chr17:87930000-87940000.filter.fa,3980,42,2025,0,155,155
chr17:80050000-80060000.filter.fa,6272,91,5663,65,483,448
chr17:14350000-14360000.filter.fa,7321,111,5642,88,191,192
chr17:88480000-88490000.filter.fa,7534,108,6724,83,435,429
chr17:80220000-80230000.filter.fa,5393,244,3265,100,234,168
chr17:9890000-9900000.filter.fa,8028,71,7807,70,338,344
chr17:33590000-33600000.filter.fa,4252,223,3949,182,319,273
chr17:51320000-51330000.filter.fa,6740,63,6482,43,271,286
chr17:71920000-71930000.filter.fa,7324,74,7245,55,351,402
chr17:86480000-86490000.filter.fa,7852,26,7371,22,377,378
chr17:52610000-52620000.filter.fa,5466,180,5251,173,261,266
chr17:29250000-29260000.filter.fa,6734,87,6172,75,292,282
chr17:43030000-43040000.filter.fa,8037,36,7777,35,336,317
chr17:94090000-94100000.filter.fa,7822,54,7568,54,415,409
chr17:34620000-34630000.filter.fa,5716,64,5452,39,192,167
chr17:72070000-72080000.filter.fa,5843,88,5730,71,260,237
chr17:45460000-45470000.filter.fa,4900,68,3576,32,336,317
chr17:33920000-33930000.filter.fa,6570,143,6254,101,365,298
chr17:91240000-91250000.filter.fa,5976,1,5774,1,187,186
chr17:72210000-72220000.filter.fa,6920,155,5363,127,303,306
chr17:37290000-37300000.filter.fa,957,43,2,0,0,0
chr17:49550000-49560000.filter.fa,5761,65,5243,63,199,242
chr17:81630000-81640000.filter.fa,7193,94,6982,81,456,433
chr17:42730000-42740000.filter.fa,4008,140,2869,108,118,151
chr17:8220000-8230000.filter.fa,4383,117,4329,104,228,250
chr17:11930000-11940000.filter.fa,6072,101,5637,83,234,273
chr17:13790000-13800000.filter.fa,2182,117,1868,43,108,80
chr17:41000000-41010000.filter.fa,6454,140,6237,102,385,373
chr17:90900000-90910000.filter.fa,6015,108,5784,78,368,399
chr17:61370000-61380000.filter.fa,749,26,48,0,35,35
chr17:91060000-91070000.filter.fa,7753,65,7552,55,420,382
chr17:41550000-41560000.filter.fa,5804,89,4553,79,373,380
chr17:62720000-62730000.filter.fa,8638,86,8310,59,537,496
chr17:14520000-14530000.filter.fa,8296,132,8149,130,324,346
chr17:49820000-49830000.filter.fa,6200,91,5707,83,233,268
chr17:78710000-78720000.filter.fa,6083,299,3718,140,312,347
chr17:17970000-17980000.filter.fa,3509,35,2494,23,500,488
chr17:33740000-33750000.filter.fa,4944,26,4763,26,194,181
chr17:38250000-38260000.filter.fa,0,0,4763,NA,NA,NA
chr17:62810000-62820000.filter.fa,8478,43,8169,43,447,424
chr17:44100000-44110000.filter.fa,7687,59,7628,59,268,267
chr17:92280000-92290000.filter.fa,5313,32,3853,0,244,244
chr17:21060000-21070000.filter.fa,90,52,30,1,21,21
chr17:43670000-43680000.filter.fa,4943,76,4651,72,259,246
chr17:4830000-4840000.filter.fa,5601,75,5046,30,303,317
chr17:3530000-3540000.filter.fa,8956,105,8694,104,456,466
chr17:57370000-57380000.filter.fa,34,0,0,0,0,0
chr17:66430000-66440000.filter.fa,6471,93,5184,56,253,226
chr17:13500000-13510000.filter.fa,562,14,57,1,4,5
chr17:29200000-29210000.filter.fa,5835,83,5708,83,252,250
chr17:37580000-37590000.filter.fa,875,75,526,7,37,39
chr17:81210000-81220000.filter.fa,6859,34,6379,9,262,253
chr17:60320000-60330000.filter.fa,3819,40,2267,27,256,231
chr17:61650000-61660000.filter.fa,4509,43,4333,8,238,230
chr17:92400000-92410000.filter.fa,4658,29,4569,29,231,213
chr17:89790000-89800000.filter.fa,1365,50,1189,10,87,80
chr17:60110000-60120000.filter.fa,7438,62,6688,60,384,403
chr17:45780000-45790000.filter.fa,5431,12,5163,12,300,290
chr17:59650000-59660000.filter.fa,7685,136,7422,95,441,463
chr17:40170000-40180000.filter.fa,167,7,0,0,0,0
chr17:48240000-48250000.filter.fa,6834,34,6484,24,308,304
chr17:84030000-84040000.filter.fa,5969,54,5348,42,227,217
chr17:40810000-40820000.filter.fa,4993,51,4627,22,198,203
chr17:28010000-28020000.filter.fa,7831,84,7445,83,342,322
chr17:57240000-57250000.filter.fa,5383,4,5136,0,164,164
chr17:11750000-11760000.filter.fa,3370,44,3279,44,93,119
chr17:38020000-38030000.filter.fa,3161,109,2825,106,191,236
chr17:56090000-56100000.filter.fa,5644,16,5173,16,191,204
chr17:27240000-27250000.filter.fa,6200,18,5680,8,221,220
chr17:43330000-43340000.filter.fa,5544,97,5192,94,334,297
chr17:58920000-58930000.filter.fa,7878,35,7717,32,399,396
chr17:31220000-31230000.filter.fa,5930,170,5605,165,270,270
